,Title
93,THE HEARTBREAKING CASE OF MANDY STAVIK - The Crime Reel
94,DR SPEARS AND THE MYSTERY OF NATIONAL AIRLINES FLIGHT 967
95,THE MONSTER OF LOUISVILLE - MEL IGNATOW - The Crime Reel
96,THE SINISTER CASE OF CHISAKO KAKEHI - The Crime Reel
97,"SEX, GREED AND MURDER - Carole Tregoff and Bernard Finch"
98,THE FOXCATCHER MURDER - JOHN DU PONT - The Crime Reel
99,A DEADLY COMBINATION - Benjamin and Erika Sifrit - The Crime Reel
100,A DOUBLE MURDER AND THE SEARCH FOR JUSTICE - PETER FELL - The Crime Reel
101,THE SHOCKING DISAPPEARANCE OF THE SENATOR'S SON - Kenneth Beasley
102,THE HEARTBREAKING MURDER OF JENNIFER LEVIN - The Crime Reel
103,A BRUTAL MURDER AND A DEATHBED CONFESSION - James Washington - The Crime Reel
104,HEARTLESS MURDERER OR A TERRIFIED KID? - Bobby Gonzales - The Crime Reel
105,THE FORGOTTEN DISAPPEARANCE OF MICHAEL MADDEN - The Crime Reel
106,FRANK ABAGNALE - THE REAL STORY BEHIND CATCH ME IF YOU CAN - The Crime Reel
107,Texas Crime - Thomas Bartlett Whitaker of The Whitaker Family - The Crime Reel
108,Why Me ? - John Button and Eric Edgar Cooke
109,A Haunting Murder - Ronald Shanabarger
110,The case of Ernesto Miranda
111,Bradford Bishop - Will Justice Ever be Served?
112,Gordon and Carol Park
113,The Beast of Manchester - Trevor Hardy
114,Dr Rory Jack Thompson - The Mad Scientist?
115,Ideas for Murder? Nadege Witkorska / Tonda Ansley - Two Cases
116,George Trepal : A Poisonous Mind
117,The True Story of the Amityville Horror - Ronald DeFeo - Ed & Lorraine Warren
118,From Teacher to Serial Killer ~ Mohan Kumar
119,The Millionaire Doctor and The Headmistress ~ The Crime Reel
120,The Famous Bank Robber Cowboy Bob
121,The Disturbing Case of Sheila Davalloo
122,Dominique Dunne - Hollywood Actress
123,The Mystery of Lawrence Bader & John 'Fritz' Johnson
124,A devastating start to the New Year - Mohamed Ismail
125,Daring Escapes and Prison Breaks - Michel Vaujour
126,The Shocking Crimes of George Lott
127,The Pied Piper of Tucson - Charles Schmid
128,Brief Case narrates the Bonnie Garland Case - Got Away with Murder?
129,The Shocking case of Jeanette and Harvey Crewe
130,THE MONA FANDEY CASE - The Crime Reel
131,The Troubling Case of Sandra Bird
132,An Unsolved Murder - HARRY HOWELL
133,Mortis Media narrates the Case of Heather Stephenson-Snell
134,A Shocking Murder - Lorenzen Wright
135,A Horrifying Cruise Ship Murder - Lonnie Kocontes & Micki Kanesaki
136,The Murder That Took 36 Years to Solve - Christine Jessop
137,True Crime - The Mardi Gra Experience ~ The Crime Reel
138,Bonnie Lee Bakley - Marriages and Murder in Hollywood
139,A Crime of Passion? CELESTE BEARD JOHNSON
140,"The Mystery of Shergar, owned by The Aga Khan"
141,The Barbecue Murders - Marlene Olive
142,The Tragedy of Pacific Southwest Airlines Flight 1771 - David Burke
143,The Heartbreaking Story of the McStay Family
144,The Chilling Case of Rika Okada and Yuri Oishi
145,"James ""Jockey"" Smith - Public Enemy Number 1"
146,The Harrowing Case of Margaret Fleming
147,Wimbledon Abduction - Muriel McKay
148,Hilkka and Pentti Saarinen
149,The Allison Street Murders - Howard Wilson from Glasgow
150,A Vicious Crime - Sandra Smith & Yassiem Harris
151,The Strange Story of Wanda Holloway and Verna Heath
152,The Audacious Baker Street Heist - London Crime
153,The Disturbing Case of Daniel LaPlante
154,A Devastating Abduction - Dawn and Alexandra Griffiths
155,Jane Andrews - A Murderer in the Palace
156,A Controversial Conviction - Sam Sheppard
157,A Long Wait for Justice - Tanya Van Cuylenborg and Jay Cook
158,"The Story of Adrianne Jones, Diane Zamora and David Graham"
159,Jennifer Pan - Murder for Money
160,Million Dollar Ransom - Virginia Piper
161,CLARK Olofsson and JAN-ERIK Olsson - Stockholm Syndrome
162,The Brutal Crimes of Patrick Mackay
163,Jesse Bishop - Robbery and Murder in Las Vegas
164,The Disturbing Case of Leslie Wilfred
165,Part 2 of 2 - Cary Stayner - The Troubled Lives of the Stayner Brothers
166,Part 1 of 2 - Steven Stayner - The Troubled Lives of the Stayner Brothers
167,Boodles Jewellers - Diamond Theft - London Crime
168,Monstrous Greed - Marc Thompson
169,The Horrific Crimes of Frank Vitkovic
170,The Shocking Story of the De Nardo Family
171,The Shocking Story of Kim and Brian Corrigan
172,The Angel of Death - Carlos Robledo Puch
173,A Long Wait for Justice - Felicity Cilliers
174,When Divorce Takes a Sinister Turn - Billy Staton and Sherry Wolf
175,The Abandoned Children of Sugamo
176,The Chilling Story of Rodney Marks
177,When Good Fortune Turns Bad - Ibi and Joseph Roncaioli
178,The Last Woman to be Executed in the UK - Ruth Ellis
179,The Grisly Crimes of Geza de Kaplany
180,Trying to Execute the Perfect Murder - Colin Cheetham
181,Criminal Children - The Story of Charles Rumbaugh
182,The Heartbreaking Story of Ireland's Stolen Babies
183,The Violent Crimes of Frank Coppola
184,The Horrifying Crimes of Rex Brinlee
185,The Shocking Events of Fedex Flight 705 - Auburn Calloway
186,A Murderer in the Family - The Ewell family
187,The Longest Serving Prisoner in the UK - ROBERT MAUDSLEY
188,The Game Show Killer - John Cooper
189,Heartbreaking Hollywood Murder - Rebecca Schaeffer
190,THE MANY CRIMES OF JEFFREY SHUMAN ~ The Crime Reel
191,THE UNUSUAL STORY OF NOELA RUKONDO AND BALENGA KALALA ~ The Crime Reel
192,THE LIFE AND CRIMES OF DOROTHEA PUENTE ~ The Crime Reel
193,THE UNSOLVED MURDER OF BETSY AARDSMA ~ The Crime Reel
194,THE CONTROVERSIAL CONVICTION OF JAMES HANRATTY ~ The Crime Reel
195,THE TROUBLED LOVE STORY OF BURT PUGACH AND LINDA RISS ~ The Crime Reel
196,PETER MANUEL - THE BEAST OF BIRKENSHAW ~ The Crime Reel
197,THE TERRIBLE CRIMES OF BARRY WILLIAMS ~ The Crime Reel
198,THE HORRIFYING CRIMES OF STEVEN ROY HARPER ~ The Crime Reel
199,JILL COIT - THE LOUISIANA BLACK WIDOW - The Crime Reel
200,UNSOLVED ~ NEW YEARS DAY MURDER OF ARISTOS CONSTANTINOU ~ The Crime Reel
201,THE STORY OF JOHN AND ANNE DARWIN ~ The Crime Reel
202,THE SHOCKING CRIMES OF CHARLES STARKWEATHER AND CARIL ANN FUGATE ~ The Crime Reel
203,THE TEACUP POISONER - GRAHAM YOUNG - The Crime Reel
204,KEN MCELROY - JUSTICE OR MURDER? - The Crime Reel
205,THE CASE OF HEATHER TALLCHIEF ~ VICTIM OR PERPETRATOR? ~ The Crime Reel
206,THE FLORENCE RANSOM MURDERS ~The Crime Reel
207,THE CONTROVERSIAL CASE OF TIMOTHY EVANS ~ The Crime Reel
208,THE FIFTY YEAR CASE OF IRENE GARZA ~The Crime Reel
209,THE LIFE AND DEATH OF MONICA PROIETTI ~ The Crime Reel
210,THE VIOLENT MURDERS BY VAUGHN GREENWOOD ~ The Crime Reel
211,UNSOLVED : THE GRIMES SISTERS ~ Narrated by Mortis Media
212,THE STRANGE CASE OF TIM ATAHAN ~ The Crime Reel
