,Title
221,Season 03 : Episode 02 : Nicole Nachtman
222,The Mysterious Death of Kendrick Johnson
223,The Story of Robert Fisher
224,Season 03 : Episode 01 : Joel Guy Jr
225,Season 03 Announcement! This is MONSTERS 2.0!
226,The Story of Paul Snider
227,The Story of Randall Ross
228,The Story of Edmund Kemper
229,The Story of Brenda Spencer
230,The Story of Warren Jeffs
231,Season 02 : Episode 12 : Todd Kendhammer
232,The Story of Oba Chandler
233,Season 02 : Episode 11 : George Huguely
234,The Story of Brian David Mitchell
235,Season 02 : Episode 10 : Clifford Burns
236,The Story of Michele Gates
237,Season 02 : Episode 09 : Claudia Hoerig
238,The Story of Frans du Toit & Theuns Kruger
239,Season 02 : Episode 08 : Rachel Wade
240,The Story of Sarah Boone
241,Season 02 : Episode 07 : Steven Pladl
242,The Story of Dena Schlosser
243,Season 02 : Episode 06 : Oscar Pistorius
244,The Story of David & Catherine Birnie
245,Season 02 : Episode 05 : Jodi Arias
246,The Story of Dorothea Puente
247,5 More Killer Couples
248,Season 02 : Episode 04 : Sabrina Limon & Jonathan Hearn
249,The Personal War of Timothy McVeigh
250,5 Celebrity Murders
251,Season 02 : Episode 03 : William Riley Gaul
252,The Neverending Wrath of Wanda Crawford & James Darnell
253,5 People Who Killed with Bombs
254,Season 02 : Episode 02 : Stephanie Lazarus
255,The Story of Lisa Montgomery - Executed 1/13/2021
256,Season 02 : Episode 01 : Shayna Hubers
257,The Story of Cary Stayner
258,5 of the World's Youngest Serial Killers - Corrected Images
259,Monsters Season 2: Love Kills Trailer
260,The Story of Kenneth Parnell
261,5 Killer Cops
262,5 Cop Killers
263,Christmas Bonus: Ronald Gene Simmons
264,The Story of Jennifer & Sarah Hart
265,The Story of Fred & Rosemary West
266,5 People Who Killed Again
267,The Story of David & Louise Turpin
268,Season 01 : Episode 15 : John Jonchuck Jr. Part 2
269,Season 01 : Episode 14 : John Jonchuck Jr. Part 1
270,5 Facts About David & Louise Turpin
271,The Story of Michael Swango
272,5 People Who Killed For God
273,Season 01 : Episode 13 : Candice Diaz & Brad Fields
274,The Story of Magdelena Luczak
275,5 Female Serial Killers
276,Season 01 : Episode 12 : JoAnn Cunningham & Andrew Freund
277,5 Facts About Jeffrey Dahmer
278,Season 01 : Episode 11 : Zachary Koehn & Cheyanne Harris
279,5 Deadly Doctors
280,Season 01 : Episode 10 : Christopher McNabb & Cortney Bell
281,The Story of Paul John Knowles : The Casanova Killer
282,Season 01 : Episode 09 : Tiffany Moss
283,Halloween Bonus: Ronald Clark O'Bryan
284,5 Facts About Jodi Arias
285,5 Family Annihilators
286,Season 01 : Episode 08 : Ryan Lawrence
287,Season 01 : Episode 07 : Mitchelle Blair
288,5 Facts About Linda Hazzard
289,Season 01 : Episode 06 : Elaine Campione
290,5 Killers Who Are Free Today
291,Season 01 : Episode 05 : Michael Wayne Jones Jr.
292,5 Facts About Diane Downs
293,5 Real Life Cannibals
294,Season 01 : Episode 04 : Samantha Kematch
295,5 Facts About Christopher Porco
296,5 Killer Couples
297,Season 01 :  Episode 03 : Susan Smith
298,5 Facts About Edwin Lara
299,5 Real Accounts of Vigilante Justice
300,Season 01 : Episode 02 : Ming Ming Chen
301,5 Facts About Fred & Rosemary West
302,Season 01 : Episode 01 : Timothy Jones Jr.
303,5 Facts About Timothy Jones Jr.
