,Title
43,Where Did Millionaire Rancher Lydia “Dia” Abrams Go?! Is Family Involved?
44,Trip to Cabo with “Friends” Goes Horribly Wrong: The Murder of Shanquella Robinson
45,Self Defense or Premeditated Murder? The Story of Charlie Tan
46,Major Injustice: The Murder of Mitzi Babb ft. Her Daughter and Sister
47,Mother of 4 Murdered After A Night Out: The Case of Savannah Spurlock
48,Michele Williams Can’t Keep Her Lies Straight: The Murder of Greg Williams
49,How Kent Whitaker Forgave His Son for the Murder of His Family
50,Justice for Zoe Campos | Confession Leads to Conviction 9 Years Later
51,The Man Who Faked His Own Death: John Darwin
52,Jaliek Rainwalker is Still MISSING: Are Foster Parents Involved?
53,What Happened to 20 Year Old Heather Elvis?
54,Missing Baby Found Alive After 40 Years: The Clouse Family Mystery
55,Did Oil Tycoon Cullen Davis Get Away With Murder and Murder for Hire!? Or Is He Truly Innocent...
56,Mother Fakes Daughter’s Cancer for Financial Gain!? Hannah and Terri Milbrandt
57,Did Andrea Sneiderman Really Not Know Her Boss Killed Her Husband?
58,Man Living a Double Life Murders Fiancée 2 Days Before Their Wedding?! The Murder of Molly Watson
59,"CHARGED With Murder: Alex Murdaugh, Casey White / Sherri Papini Pleads GUILTY"
60,NBA Player Killed for His Money: The Murder of Lorenzen Wright
61,Veterinarian Wendi Davidson Poisons Husband with Animal Tranquilizers?! The Murder of Mike Severance
62,"Who Killed Georgia Leah Moses? 25 Years Later, and Her Little Sister is Still Searching for Answers"
63,When Jealousy Takes Over: The Murder of Heather Garraus
64,"Murder, Fraud, Privilege, and Corruption: The Murdaugh Family Mystery"
65,Desperate Jailhouse Romance Gone Wrong: The Fatal Escape of Casey White & Vicky White
66,Poisoned Her Husband With Horse Tranquilizer?! Laren Sims & Larry McNabney
67,Where is Chance Englebert? | Walked Away and Disappeared...
68,Wife Swap Murders - Did Strict Household Rules Lead to Murder?
69,Who Killed Elizabeth Barraza?! Murdered In Her Driveway By Someone In A Costume | Unsolved Case
70,Murder for Hire FAIL: Diana Lovejoy & Greg Mulvihill
71,The Suspicious Disappearance Of Angela Green Feat. Her Daughter & Niece
72,The Truth Comes Out: Sherri Papini Faked Her Own Kidnapping?!
73,The Suspicious Death Of Kurt Sova: Days After Attending A House Party His Body Was Found In A Ravine
74,Where Is Ashley Loring HeavyRunner? Someone Knows Something...
75,The Shocking 1982 Chicago Tylenol Murders: Is The Killer Still Out There After All These Years?
76,The Yoga Stick Murder: Who Killed Celebrity Real Estate Agent Linda Stein?
77,Two Strange Deaths on the Same Day in the Same Town? Lauren Smith-Fields & Brenda Lee Rawls
78,The Greatest Conman in Modern History | Frank Abagnale Jr. + Announcing My Brand!
79,What Really Happened to Tamla Horsford?
80,I’ve been keeping a little secret…
81,The Murder of Maurizio Gucci and the True Story Behind House of Gucci
82,"The Murder of Brooke Preston & the Truth About Hulu's ""Dead Asleep"""
83,How Music Industry Snake Lou Pearlman Conned *Nsync and The Backstreet Boys…
84,Where Is Five Year Old Summer Wells?
85,"32 Years Later, And Still No Answers - Who Killed Amy Mihaljevic?"
86,The Dark Truth Behind Chippendales: Founder Organized Murder-For-Hire Plots?!
87,Experimental Surgery & Fraud Wedding?! The Twisted Lies of Paolo Macchiarini
88,Grad Student Jelani Day: Mysteriously Found in Illinois River? What Really Happened?!
89,The Very Suspicious Disappearance of Caitlin Denison - Feat. Her Sister
90,Caryn Kelley & Phillip Peatross | Murder or Accidental Death?
91,The Zodiac Killer “Identified”?! Who is Gary Poste?
92,"Gabby Petito Case Part 2: Timeline Updates, Brian Laundrie Manhunt & Cause of Death 9/21-10/13"
93,Gabby Petito Investigation | What We Know So Far... 9/21/21
94,The Extremely Suspicious Death of Alonzo Brooks | Someone Knows Something
95,Accidental Drowning or Murder? The Suspicious Death of Dee Dee Jackson
96,The Murder of 13-Year-Old Dylan Redwine | Trial Finally Comes to an End
97,The Suspicious Disappearance of Fawn Marie Mountain: Missing Since 2012
98,Cadets Murder High School Student to “Purify Their Love”?! | The Murder of Adrianne Jones
99,Family of Nine Locked in NYC Apartment Most of Their Lives | The Wolfpack Brothers
100,How Pam Hupp Murdered Her Best Friend & Almost Got Away With It | the Murder of Betsy Faria
101,The “Staircase”: Did Michael Peterson Kill Kathleen Hunt?
102,Where Is Alicia Navarro? Lured From Her Home? Feat. Her Mother & PI
103,The Crimes of Beverly Hills Lawyer Tom Girardi | Is Real Housewife Erika Jayne Also Guilty?
104,The Suspicious Disappearance of Suzanne Morphew: Arrest FINALLY Made!!
105,How Mark Winger Almost Got Away With Murder
106,The TRUTH About The McDonald’s Hot Coffee Lawsuit
107,The Disturbing Lies of Murderous Mother Diane Downs
108,Kristin Smart: Arrests Made After Nearly 25 Years!
109,The VERY Suspicious Death Of Jessica Easterly
110,Wife Pushes Husband Off Cliff After 8 Days of Marriage?! The Murder Of Cody Johnson
111,A Discussion With Victims' Family Members
112,The Wendy’s Finger Chili Lawsuit Scam
113,The Night Princess Diana Died: What Really Happened?!
114,Eight Year Old Vanished?! | What Happened To Relisha Rudd
115,Who Killed Influencer Alexis Sharkey?
116,What Happened To Jennifer Dulos?
117,The Suspicious Death Of Jacob Landin Feat. Brother Eric Landin #JusticeForJacob
118,The Menendez Brothers: Killers or Victims?!
119,Did Sandra Garner Kill Her Husband?
120,When Mean Girls Become Murderers
121,The Disturbing Case Of Rogue Nurse Ben Geen
122,The Tragic Death of Melissa Platt Feat. Interview With Her Sister
123,Mary Katherine Higdon | Murder or Self-defense?!
124,The Kidnapping and Incredible Survival Story of Elizabeth Smart
125,11 Year Old Charged With Murder!? | The Jordan Brown Case
126,The BIZARRE Death of Ellen Rae Greenberg... Featuring Family and PI
127,The Fatal Affair: The Gerardot's & Meredith Chapman
128,Travis Alexander: Murdered By Stalker Ex-Girlfriend Jodi Arias
129,Where Is Tyarra Williams? Disappeared From Her Grandma's Apartment
130,Love Triangle Turns Deadly? The Murder Of Anna Repkina
131,Is My House Haunted?! Thoughts on Micheal Turney’s Arrest? Having Babies!?
132,The True Crime Story Behind “When a Stranger Calls” #Crimetober
133,John Wayne Gacy: The Serial Killer Clown #Crimetober
134,"Anatoly Moskvin ""The Lord Of The Mummies"" & His 26 Disturbing Human Dolls #Crimetober"
135,The Murders At White House Farm #Crimetober
136,Fred & Rosemary West And Their Backyard Cemetery #Crimetober
137,"""Solved"" By The Russian Government After 61 Years? | Dyatlov Pass Incident #Crimetober"
138,Did Lizzie Borden Axe Murder Her Parents??! #Crimetober
139,Where Is Cieha Taylor?! Car Found Running and Abandoned On Train Tracks?!
140,Yoga Twins Drive Off A Cliff In Maui: Was It An Accident Or Murder?!
141,Viral TikTok Case: The Murders Of Austin Wenner & Jessica Lewis
142,Who Took Dulce Alavez? Vanished From The Playground
143,Missing: Mother Of 5 Crystal Rogers + New Huge Case Update
144,The Cold Medicine Killer: The Case Of Lauren Hugelmaier
145,Hoaxed Kidnapping Or Real Abduction?! The Case Of Sherri Papini
146,The Suspicious Disappearance of Sage Smith...
147,"Former Beauty Queen Murdered by Her ""Doctor"" Husband... The Michele & Martin MacNeill Case"
148,"Does ""Hiccup Girl"" Jennifer Mee Deserve A Life Sentence!??"
149,Murdered On The Fort Hood Military Base?! Vanessa Guillen's Case #JusticeForVanessaGuillen
150,MLM Mom With A Secret Life... The Murder of Paige Birgfeld
151,Vallow Case Update: Remains of Tylee and JJ Found...
152,Murder For Hire Deal At Olive Garden? The Valerie McDaniel & Leon Jacob Case
153,She Hid Her Pregnancy From EVERYONE! Brooke Skylar Richardson
154,What Really Happened To Selena Not Afraid?!
155,You NEED to Know About DJ Henry’s Case
156,Disappeared In An Underwater Cave? What Happened To Ben McDaniel?!
157,Lies Captured On Police Bodycam | The Chacey & Robert Poynter Case
158,Secrets Of Bohemian Grove: WTF Is Going On There??
159,He Called 911 On Himself and Then Disappeared!  Have You Seen Butch Knight?
160,Stolen From Her Bed?!! Where Is Haleigh Cummings?
161,The McDonald's Monopoly Game Conspiracy
162,Online Dating Nightmare: The Dirty John Story
163,Hiding In A Bunker? Turned Into Zombies & Murdered? Where Are The Vallow Children?
164,Who Killed Jody LeCornu? Feat. Twin Sister Jenny Carrieri
165,"How Brittani Marcell Was Attacked With A Shovel, Then Helped Catch Her Attacker Years Later!!"
166,What Happened to Gannon Stauch?! Stepmom Arrested
167,Couple Claims They Adopted An Adult Posing As A Child... But Is It True?
168,Boat Accident Or Murder? Did Nathan Carman Do It?
169,WHERE IS Jodi Huisentruit?! News Anchor Vanishes...
170,Apartment 801 Part II | The Christian Andreacchio Case *vlogumentary*
171,Apartment 801 Part I | The Christian Andreacchio Case *vlogumentary*
172,Apartment 801 Trailer | The Christian Andreacchio Case
173,Who Really Attacked Nancy Kerrigan?! The Tonya Harding Story
174,"WHERE IS Karlie Gusé?! And Let's Talk About The ""Kate Yup"" Thing"
175,The Pizza Bomber Bank Robbery
176,BIGGEST FRAUD EVER! Tania Head The Fake Survivor
177,WHERE IS Macin Smith?! Police Now Focusing On His Father?!
178,The Murder Mystery In Room 1046
179,Legend Of The Bell Witch Haunting
180,Robert The Doll & Annabelle: Most Haunted Dolls?
181,The Bizarre Disappearance Of The Yuba County 5
182,The Creepy Legends Of La Llorona & La Pascualita
183,The Unsolved Murders At Cabin 28
184,Trick-or-Treating Nightmare: The Candy Man Killer
185,Was Rhonda Casto Pushed Off A Cliff By Her Boyfriend Or Was It A Tragic Accident?
186,Beauty Industry Conspiracy Theories While I Do My Makeup!
187,The Delphi Murders With Kelsi German Interview
188,Seizure Or Murder: Is Sandra Melgar Guilty?
189,How Jennifer Pan's Fake Life Went Horribly Wrong
190,The Golden State Killer
191,WHERE IS Akia Eggleston? Missing Pregnant Woman
192,What’s Buried On Oak Island?! Is It Cursed?
193,What's Wrong With Diane Schuler?! The Taconic Parkway Tragedy
194,Stuck Under Boulder ALONE For 127 Hours! Aron Ralston Story
195,Did The World Actually END in 2012?!
196,WHERE IS Audrey Moran & Jonathan Reynoso? Coachella Valley Couple Missing Since 2017
197,EXPOSED: Psychic Scammer Stole MILLIONS From Elderly Man
198,EXPOSED: Anna Delvey’s Fake German Heiress SCAM
199,Cameron Macaulay: Lived Past Life On A Tiny Island That Really Exists?!
200,Mitrice Richardson: Released By Police In The Middle Of Nowhere?
201,The WILD Crime-Filled Love Story Of Bonnie & Clyde
202,Foster Son Salt Poisoned?! The Andrew Burd Story
203,FOUND Over 4 Years Later: Attorney Royal 'SCOOP' Daniels
204,Sisters REBORN Years Later As Twins: The Pollock Twins Story
205,2 Men DISAPPEAR From Same Mountain: What Happened To Keith Reinhard & Tom Young?
206,WHERE IS Baby Lisa Irwin? Disappeared From Her Crib In The Middle Of The Night
207,EXPOSING The TRUTH They Didn't Tell You! Edison vs. Tesla
208,The Tragic Unsolved Murder Of Jill Dando
209,RESCUED: Thai Soccer Team TRAPPED In An Underground Cave For 18 Days
210,EXPOSED: Elizabeth Holmes Ex-CEO Of Theranos & How She Fooled The World
211,The INFAMOUS Jack The Ripper Feat. Eleanor Neale | Part I
212,WHERE IS Timmothy Pitzen? Vanished Without A Trace
213,I Traveled to Scotland to Visit a Subscriber!
214,Selena Quintanilla: A Star's Life Cut Short By CRAZED Fan
215,The Tragic Case Of Savanna Greywind
216,CAUTION Your Smart Devices Could Be SPYING On You!
217,SOLVED 27 Years Later: Christy Mirack
218,"TRUTH About Scientology: Thetans, Sea Org, ALIENS?!"
219,DRAGGING YOUR ZODIAC SIGN WITH KATHLEENLIGHTS!
220,WHERE IS Lars Mittank?! This Case Drives Me Insane...
221,What Really Happened To A'Lexas Patino?!
222,The UBER Serial Killer
223,An Inside Look At The Black Dahlia Case & I Am The Night Featuring Chris Pine!
224,GIVEAWAY AND GOOD NEWS!
225,The Shocking Murder Of Hollywood Actor Sal Mineo
226,"MOON CONSPIRACY THEORIES: The Dark Side, Artificial, Hollow?"
227,The TRUTH About the Death of DJ Fickey
228,FOUND: JAYME CLOSS!!! Here's What Happened...
229,Brandy Myers And The Canal Killer... Featuring Her Sister!
230,WHERE IS Jayme Closs?! Abducted From Her House In The Middle Of The Night?!
231,Psychic Predictions for 2019 + Reviewing 2018 Predictions!
232,Unsolved Deadly Hit & Run Accident With Expecting Couple En Route To Hospital
233,The Murder Mystery Of The Greystone Mansion
234,TRUTH About Grand Duchess Anastasia Romanov
235,Jim Jones and The Jonestown Massacre
236,Emma Walker: Tragically Murdered By Stalker Ex
237,Dark Web: The Twisted Underworld Of The Internet
238,"What Really Happened In LA's Famous ""Murder House""?"
239,Mattress Firm Conspiracy Theory: Is It True?
240,The Untold TRUE Story Of Thanksgiving In America
241,Unsolved: What Really Happened To Tupac Shakur & Biggie Smalls? | Part 1
242,Unsolved: Tupac & Biggie Murder Theories & Conspiracies | Part 2
243,Let's Have a MILLION Subscriber Memory Lane Moment!
244,Zodiac Killer: Still Unsolved!
245,Cases of Real VAMPIRES!
246,Mystery Boy In A Box: Unsolved Since 1957
247,The Watcher: Who Wrote The Letters?!
248,Creepy Carl Tanzler: Death Cannot Stop His Love
249,The Strange Case Of The Silent Twins
250,Secrets Of The Haunted LaLaurie Mansion
251,WORST College Frat Party Experience + BIG GIVEAWAY!
252,The Mysterious Disappearance Of The Beaumont Children! + 2018 Update!
253,FOUND 23 Years Later! Richard Hoagland
254,WHERE IS Kristal Anne Reisinger?
255,Reincarnated Anne Frank?! Barbro Karlen's Story
256,Amanda Knox: Innocent Or Guilty? Italy's Most Famous Trial Part 2
257,Amanda Knox & Meredith Kercher: What Really Happened? Part 1
258,The Disappearance of Susan Powell
259,Truth About Fraternity Hazing: Gordie Bailey's Story
260,FOUND 23 Years Later! Stolen Baby Carlina White
261,Was Shakespeare A FRAUD?! Theories!
262,WHERE IS Rebecca Corriam?! Cruise Ship COVER UP?!
263,NEW COLORADO CASE: Chris Watts and His Family
264,What Really Happened to Laci Peterson?! 8 Months Pregnant and Missing
265,Is Scott Peterson Guilty or Innocent?! Trial and Theories
266,WOW! They Found a Lake on Mars!  Is This Proof Of Life?
267,The Circleville Letters: Creepy Unsolved Mystery
268,TV Show Theories and Secrets!
269,SOLVED 30 Years Later: April Tinsley Case
270,ROSWELL UFO CRASH: What Really Happened?
271,"OJ SIMPSON: Theories, Trial and Verdict! Part 2"
272,OJ SIMPSON: The Case of Nicole Brown Simpson and Ron Goldman?! Part 1
273,WHERE IS Alissa Turney?! + Featuring Her SISTER
274,Kardashian Konspiracy Theories!
275,CHRISTMAS CABIN KILLERS: TIEDE FAMILY
276,Noura Jackson: Guilty Or Innocent?!
277,Boy Remembers His Past Life as a Woman! Luke Ruehlman and Pamela Robinson
278,Kendrick Johnson: Found In a Gym Mat!? SKETCHY CASE
279,Fascinating Royal Family Conspiracy Theories!
280,The BIZARRE Deaths of Rebecca Zahou and Max Shacknai
281,FOUND: MISSING NY SKIIER ENDS UP IN CALIFORNIA?!
282,Stanford PRISON Experiment! Crazy Psychological Experiment
283,Britney Spears Conspiracy Theories!
284,Jacob Wetterling: A 27 Year Search Comes to an End
285,HITLER CONSPIRACIES! Did He Escape?!
286,"Royal Wedding, My Health Issues, and BEEF With Other YouTubers!?!"
287,Dad Leaves His Son in the Car On PURPOSE?! Cooper & Ross Harris
288,WHERE IS JENNIFER KESSE?! This Makes No Sense!!!
289,REINCARNATED OLD HOLLYWOOD ACTOR
290,TED KENNEDY AND CHAPPAQUIDDICK...IS IT THE KENNEDY CURSE?!
291,AFFLUENZA: Too Rich For Jail?! ETHAN COUCH CASE!
292,KING TUT'S TOMB CURSE! Curse Of The Pharaohs
293,"FOUND After 10+ Years! Amanda Berry, Gina Dejesus, and Michelle Knight- Cleveland Kidnapping"
294,Separated at Birth: SECRET Twin Experiments
295,WHERE IS Sabrina Aisenberg? STOLEN OUT OF HER CRIB
296,27 Club CURSE and White Lighter Theories
297,KAYAK KILLER: Is Angelika Graswald Guilty or Not?!
298,"THE MYSTERY OF THE MAN FROM ""TAURED"""
299,CIRCUS ELEPHANT KILLS TRAINER AND WAS THEN SHOT!  Tyke The Elephant Outlaw
300,Creepy MH370 Voicemail? Having Babies? Moving To LA?! Q and A!
301,THE MURDER OF GIANNI VERSACE!
302,Incredible 9/11 Past Lives Stories!!
303,TRUTH ABOUT PISCES!
304,IS PAUL MCCARTNEY DEAD? Conspiracy Theories!!
305,WHERE IS Bryce Laspisa? California College Student Vanishes
306,FOUND: Jaycee Lee Dugard! A Stolen Life
307,Trying Reiki Healing For The First Time!
308,TRUTH ABOUT AQUARIUS!
309,Brittany Murphy: Tragic Accident or Conspiracy?
310,CELEBRITY CASE: How Did Natalie Wood Die? SKETCHY AF
311,What REALLY Happened To Adrianna Hutto?
312,What Psychics Predict For 2018!
313,Who REALLY Built Stonehenge?
314,FOUND: The Turpins (California House Of Horrors)
315,TRUTH ABOUT CAPRICORN
316,WHERE IS Johnny Gosch?! Why Johnny CAN'T Come Home....
317,Man Gets JUMPED and Turns Into a MATHEMATICAL GENIUS AND ARTIST?!
318,BIGGEST PLOT TWIST EVER!! Michael and Dalia Dippolito Story
319,"Disgusted, Disappointed and Discouraged."
320,"STRANGE SOUNDS HEARD AROUND THE WORLD?! Trumpets, Booms, and Robotics?!"
321,10 Bizarre Simpsons Predictions That CAME TRUE!
322,TRUTH ABOUT SAGITTARIUS
323,WEST MEMPHIS 3! What Really Happened?
324,MLK JR CONSPIRACY THEORIES! You Will Be Shook....
325,ARE ALIENS COMMUNICATING VIA CROP CIRCLES?! Incredible Designs!
326,BUSH FAMILY CONSPIRACY THEORIES
327,SUPER EXCITING ANNOUNCEMENT!
328,WHERE IS DANIELLE IMBO AND RICHARD PETRONE?
329,THE BIZARRE STORY OF CHARLES MANSON
330,She Defended Herself and Got LIFE IN PRISON! CYNTOIA BROWN'S STORY!
331,TRUTH ABOUT SCORPIOS
332,ARE OCTOPUSES ALIENS?! 🐙👽
333,You Won't Believe What She Did To Her Roommate... #JusticeForJazzy
334,THE REAL DRACULA: Vlad The Impaler
335,THE REAL LIFE SLENDERMAN CASE
336,REAL LIFE IT?! The Case Of Marlene Warren
337,The TRUTH About The SALEM WITCH TRIALS!
338,THE CASE OF THE BLACK DAHLIA
339,Is H.H. Holmes ALSO Jack The Ripper?!!
340,THE BLACK EYED CHILDREN!
341,TRUTH ABOUT LIBRA!
342,"JOHN TITOR: Time Travel, Parallel Universes, Deja Vu and Mandela Effects Explained?!"
343,TRUTH ABOUT CHRISTOPHER COLUMBUS... Time To DRAG him.
344,WHERE IS William Tyrell?
345,CONSPIRACY: Is Subliminal Messaging Controlling Our LIVES?!
346,AMAZING EXTINCT ANIMALS OF THE PAST AND... FUTURE?!
347,TRUTH ABOUT VIRGO!
348,19 YO Kenneka Jenkins Body Found in Hotel FREEZER...
349,PROOF Is Donald Trump a Time Traveler?! Mind Blowing
350,What Happened To Natalee Holloway?! Remains Found? New Lead?
351,WHERE IS Amy Bradley?! Lost at Sea!
352,"Favorite Conspiracies, Future Kids, Moving Next Week"
353,TRUTH ABOUT LEOS
354,Boy Remembers His Past Life As a World War II Pilot!!
355,SHE BULLIED HER BOYFRIEND INTO TAKING HIS OWN LIFE!
356,WHAT HAPPENS AT AREA 51!? ALIEN CONSPIRACIES!
357,THE AQUATIC APE THEORY AND MERMAIDS
358,WHERE IS MONIQUE DANIELS?! SUPER Sketchy Disappearance...
359,THE TRUTH ABOUT CANCER
360,American Boy Returned Home In a Coma From North Korean Prison! Creepy 5th Floor...
361,IS ELVIS PRESLEY STILL ALIVE?!?
362,AMELIA EARHART CONSPIRACY TURNED OUT TO BE TRUE!
363,WHERE IS Asha Degree?! Mysterious Disappearance on Valentines Day- Unsolved
364,MOON LANDING FAKED?! Conspiracy Theory Hoax
365,ALIEN MUMMY FOUND?! Strange Discovery from Nazca Peru
366,BIGGEST LIE EVER ENDS IN TRAGEDY! Case of Dee Dee and Gypsy
367,POSSIBLE ALIEN BODY FOUND! NOT CLICKBAIT- The Atacama
368,THE STONEWALL RIOTS AND HISTORY OF PRIDE MONTH!
369,THE TRUTH ABOUT GEMINI
370,"Stolen Generation, Dreamtime, Aliens? The Australian Aboriginals"
371,Was I an Ancient Egyptian Man?! MY PAST LIVES READING!
372,THE BUTTERFLY EFFECT! How Would Life Be Different?!
373,WHERE IS Kyron Horman?! Portland Boy Disappears From School
374,LUCID DREAMING! Trippy Talk
375,What REALLY Happened To Amelia Earhart? Conspiracy Theories
376,THE TRUTH ABOUT TAURUS
377,STRANGE CREATURES WASHED UP ON SHORE
378,Are Mermaids Real?
379,TRUTH ABOUT THE AVRIL LAVIGNE CONSPIRACY THEORY
380,WAS KURT COBAIN MURDERED? CONSPIRACY THEORY!
381,Are They Trying to Control Us? KEEP THE INTERNET FREE AND OPEN! Net Neutrality Explained
382,"Bullying, Suicide and My Thoughts On 13 Reasons Why"
383,THE KENNEDY FAMILY CURSE!
384,The Lost City of Atlantis | Ancient Mystery!!!
385,WHERE IS BRUNO BORGES?!
386,The Truth About ARIES
387,STRANGE VOICEMAIL? What Happened To Henry McCabe? Unsolved
388,REAL Astrology Explained Simply | How to Read a Birth Chart!
389,REAL MEN IN BLACK ENCOUNTERS & CONSPIRACIES! Unexplained
390,"Paranormal, Psychics, Astrology, and Reincarnation?!"
391,PLANET X | Will the world end in October? The Nibiru Cataclysm Conspiracy
392,14 BLACK GIRLS GO MISSING IN 24 HOURS? #MissingDCGirls
393,Unsolved Murder of Caylee Marie Anthony
394,IMPORTANT! YouTube Censoring My Videos! Please Watch
395,6 INSANE BEYONCE CONSPIRACY THEORIES!
396,CRAZY TASTE TRIPPING PILL TEST!!!
397,GAY CHARACTER?! Beauty and the Beast BOYCOTT RANT!
398,WHERE IS MAURA MURRAY? MISSING NURSING STUDENT
399,"NEW PLANETS, ALIENS, UFOS AND GOVERNMENT CONSPIRACY!?"
400,TRUTH ABOUT MY WEIGHT AND BODY IMAGE
401,DEJA VU PHENOMENON THEORIES & CONSPIRACIES | TRIPPY TALK
402,MICHAEL JACKSON STILL ALIVE?  CELEBRITY CONSPIRACY THEORIES
403,3 Yummy Green Smoothie Recipes That are Secretly Healthy! 2017
404,WHERE IS KRISTIN SMART? CALIFORNIA COLLEGE STUDENT MISSING
405,"TRUMP IMPEACHMENT, MUSLIM BAN, VISITING FLORIDA AND AUSTRALIA"
406,REACTING TO MY CRINGE WORTHY OLD VIDEOS! CELEBRATING 300K!
407,MARILYN  MONROE CONSPIRACY THEORIES! CELEBRITY CONSPIRACIES
408,HUGE LUSH COSMETICS HAUL! 2017
409,THANKS OBAMA!
410,I WITNESSED SOMEONE DIE! STORYTIME!
411,NEW MANDELA EFFECT EXAMPLES! MANDELA EFFECT IS REAL!
412,IS LIFE A COMPUTER SIMULATION?!  SIMULATION THEORY SIMPLIFIED- TRIPPY TALK
413,"GOING TO AUSTRALIA, TRUTH ABOUT ALIENS, BEE EXTINCTION!"
414,WHERE IS MADELEINE MCCANN?! MISSING PEOPLE- NEW SERIES!
415,OUR DNA RESULTS! FINDING OUT THE TRUTH!
416,GENOCIDE IN ALEPPO SYRIA AND HOW TO HELP!
417,"MORE DISNEY CONSPIRACY THEORIES! MULAN, THE LITTLE MERMAID, AND SNOW WHITE!"
418,SANTA AND CHRISTMAS CONSPIRACY THEORIES!! SANTA SYNDROME
419,"UFO SIGHTING, I'M GOING TO EUROPE, AND I KISSED A GIRL!"
420,MK ULTRA MIND CONTROL CONSPIRACY THEORIES!
421,MEET MY NEW PUPPY! BERNIE!
422,OBAMA WILL BE THE LAST PRESIDENT?! ALIENS?! TIME TRAVEL?! Baba Vanga Predictions
423,THE MURDER CASTLE! AMERICAS FIRST SERIAL KILLER- H.H. HOLMS
424,HOW TO DEAL WITH ANXIETY | GIVEAWAY & TIPS AND TRICKS!
425,IT'S HARD TO BE KYLIE JENNER....
426,"THE WALKING DEAD, LEGALIZING MARIJUANA, 911 CONSPIRACY, GLOBAL WARMING I  Talk Tuesday"
427,PARANORMAL EXPERIENCE AT THE HAUNTED STANLEY HOTEL!
428,"HUGE LIFE UPDATE! NEW PUPPY, CHANGE OF PLANS, TRAVELING, NEW UPLOADING SCHEDULE!"
429,PRINCESS DIANA CONSPIRACY THEORIES
430,MY FIRST HEARTBREAK AND HOW TO GET OVER A BREAKUP/BE SINGLE
431,"CATS TRY ON PET HALLOWEEN COSTUMES! Halloween ""Lookbook"""
432,JFK ASSASSINATION CONSPIRACY THEORIES!
433,I'M A FAT GIRL WHO HATES HER BODY! RANT
434,HALLOWEEN LOOKBOOK 2016! PLUS SIZE
435,THE UNSOLVED MURDER OF JONBENÉT RAMSEY! IS SHE NOW KATY PERRY?
436,NEW 13th ZODIAC SIGN!? Ophiuchus And Talking About Astrology
437,I WAS ATTACKED BY A SPIRIT IN MY SLEEP? PARANORMAL STORYTIME 2016
438,"Thoughts On COLIN KAEPERNICK kneeling, JEFFREE STAR VS KAT VON D, and BIRTH CONTROL"
439,"If You Want To Lose Weight, YOU ARE NOT BODY POSITIVE. RANT."
440,TITANIC WAS SUNK ON PURPOSE?! CONSPIRACY THEORIES!
441,BEST AND WORST TRAITS OF YOUR ZODIAC SIGN!
442,DRUNK COOKING! HERB AND FETA CRUSTED SALMON! Wine and Dine
443,GIVING AWAY MY MAKEUP!
444,DRUNK COOKING! CREAMY AND CRISPY SHRIMP SCAMPI! Wine and Dine
445,PLUS SIZE SUMMER -TO -FALL LOOKBOOK Photoshop
446,WEDDING PLANNING TIPS AND WHAT I LEARNED - TIPS FOR BRIDES
