,Title
97,Harloween: The Murder of Elizabeth Olten
98,Harloween: An Indiana Family Tormented By Demons?
99,Are You Afraid Of The Dark? Countdown to HARLOWEEN 2021
100,Coffee and Crime Time: Gabby Petito
101,Coffee and Crime Time: What Is A Serial Killer?
102,Christie Marceau: Who Is To Blame? Part 2
103,Christie Marceau: She Could Have Been Saved (Part 1)
104,The Todt Family Murders: Part 3: Tony Todt's Letter
105,Todt Family Murders Part 2
106,The Todt Family Murders Part 1
107,Coffee and Crime Time: Lothian Love Triangle
108,Coffee and Crime Time: The Stella School Girls Murders
109,Live From Podcast Movement
110,Coffee and Crime Time: Dylan Redwine
111,The Mainline Murders Finale
112,The Mainline Murders: Part 4
113,The Mainline Murders: Part 3
114,The Main Line Murders: Part 2
115,The Mainline Murders: Part 1
116,Coffee and Crime Time: The Search For Summer Wells
117,The Mysterious Disappearance of Steven Koecher: Part 2
118,The Mysterious Disappearance of Steven Koecher Part 1
119,The Unsolved Disappearance of Morgan Nick
120,Coffee and Crime Time: Tristyn Bailey
121,Bonnie And Clyde: Highway 154: The Final Chapter
122,The Remains of 215 Children Found Buried At Kamloops Residential School
123,Coffee and Crime Time: The Vallow/Daybell Saga Continues: New Details
124,500K Subscribers Wine Live!
125,Coffee and Crime Time: The Horrible Case of 4yo Cash Gernon
126,Pravin Varughese: The Conclusion: Part 3
127,Coffee and Crime Time: James Chadwell Needs To Go Away For Life
128,"The Tragic Case Of Pravin Varughese Part 2- Changing Stories, Two Autopsies"
129,The Tragic Case of Pravin Varughese Part 1
130,Coffee and Crime Time: Linda Stoltzfoos; Remains Found After Ten Months
131,Bonnie And Clyde: Back To West Dallas: Part 7
132,Coffee And Crime Time: What Happened To Daniel Halseth?
133,Coffee And Crime Time: Jonelle Matthews
134,Coffee And Crime Time: Lisa Snyder: A Mother Worse Than Dr Tee Stauch?
135,Bonnie And Clyde: The Beginning Of The End: PART 6
136,The Bizarre Case of Phoebe Handsjuk: Part 3
137,Let's Unwind From Easter w/ Special Guest Jon Chrymes
138,The Bizarre Case of Phoebe Handsjuk: Part 2
139,The Bizarre Case of Phoebe Handsjuk: Part 1
140,Coffee And Crime Time: Who Did This To Carol Ann Cole?
141,Where Is Baby Lisa Irwin?
142,Coffee and Crime Time: James Hutchinson
143,Bonnie and Clyde: And Then There Were Five: Part Five
144,Bonnie And Clyde: Outlaw Lovers: Part 4
145,Coffee and Crime Time: Valentine Sally
146,Coffee and Crime Time: Where Is Mandy Stokes?
147,Bonnie And Clyde: Bloody Ham (PART 3)
148,Bonnie and Clyde: Why Don't Something Happen? (Part 2)
149,Bonnie and Clyde: You Never Break The Law Till You Get Caught (Part One)
150,Death In Room 2805: Who Is Jennifer Fergate?
151,Coffee and Crime Time: Who Did This To Jennifer Servo?
152,Coffee and Crime Time: Amber Tuccaro
153,Serial Killers Leonarda Cianiculli The Soapmaker of Correggio  PART 2
154,"Serial Killers: Leonarda Cianciulli, The Soapmaker of Correggio"
155,Coffee and Crime Time: The Disappearance of Aeryn Gillern
156,Coffee and Crime Time: Who Killed Sandy Long?
157,Coffee and Crime Time: The Murder of AJ Hadsell- Was It Her Father?
158,Coffee and Crime Time: Michaela Garecht Case Solved?
159,Who Killed Barbara Hamburg? Part 2: The Theories
160,Who Killed Barbara Hamburg? Part 1
161,Coffee and Crime Time: 2 Murders From 1999 Solved With DNA
162,Bonus Video: The B Roll Vlog (Hello Fresh)
163,Coffee and Crime Time: What Happened To Alexis Sharkey?
164,Unsolved Deep Dive:  Austin Yogurt Shop Murders Part 3
165,Unsolved Deep Dive: Austin Yogurt Shop Murders Part 2
166,Unsolved Deep Dive: The Austin Yogurt Shop Murders Part 1
167,Coffee and Crime Time: The Tik Tok Suitcase Murders
168,A True Crime Story: The Disturbing Case of Gavin Smith
169,Coffee and Crime Time: Why Did They Do This To Their Babies?
170,Coffee and Crime Time: Kassandra Cantrell- Betrayed By An Ex
171,Impromptu Live (Crime Weekly)
172,Coffee And Crime Time: What Joel Guy Did To His Parents
173,Harloween: H H Holmes The Conclusion Part 3
174,"Harloween: H.H Holmes: The Man, The Myth, The Legend PART 2"
175,Harloween: The Truth About H H Holmes PART 1
176,Harloween: Did Nostradamus Really Predict The Future?
177,Harloween: Tales From Denver International Airport
178,Harloween: Who Killed Missy Bevers Part 2
179,Harloween: Who Killed Missy Bevers? Part 1
180,Harloween: The Haunted Hinsdale House Part 2
181,Harloween: The Haunting Of Hinsdale House Part 1
182,Harloween: Tales From The Everglades
183,Harloween: Pauline Picard and the Girl From Cherbourg
184,Harloween: The Salem Witch Trials And The Sheriffs Curse
185,Harloween!!!!
186,Coffee and Crime Time: Who Killed Beverly England?
187,Coffee and Crime Time: What Really Happened To Rhys Bonner?
188,The Problem With Cuties
189,Coffee and Crime Time: Leila Cavett And The Witch Who Took Her (Allegedly)
190,Coffee and Crime Time: I'm Running Out Of Patience with Letecia Stauch
191,Coffee and Crime Time: The Truth About Human Trafficking
192,Harloween Might Not Be Happening
193,Coffee and Crime Time: A Serial Killer In South Africa
194,"Coffee and Crime Time: Alissa Turney, Scott Peterson, The Golden State Killer"
195,Dee Dee Moore Has Her Day In Court: Abraham Shakespeare The Conclusion
196,An Undercover Operation To Catch A Killer: The Case of Abraham Shakespeare: PART TWO
197,Murder By Lottery Numbers: The Case of Abraham Shakespeare: PART ONE
198,Coffee And Crime Time: Dylan Esau Gomez Perez and the 23 Children Found in Chiapas Mexico
199,Rey Rivera: The Mystery and The Theories Part Two
200,Rey Rivera: Going Deeper After Unsolved Mysteries PART 1
201,A Cold Case Mystery: The Skelton Brothers Part Two
202,Cold Case Mystery: The Skelton Brothers: Part One
203,Chat Live About The True Crime Cases That Have Stayed With You w/Special Guest Derrick Levasseur
204,Stephanie Harlowe Live Stream
205,What Happened To Jean Spangler? A Vintage Mystery
206,Shanda Sharer The Conclusion: Part Four
207,Shanda Sharer Part Three: Was Justice Served?
208,Shanda Sharer: Part Two: The Witches Castle
209,The Life and Death of Shanda Sharer: PART ONE
210,Mystery Monday: Rebecca Coriam Vanishes Off The Disney Wonder
211,Vanessa Guillen: Missing Fort Hood Soldier Found Dead At The Hands Of Killer Couple
212,Coffee and Crime Time: The Affidavit and New Charges Against Mr and Mrs Daybell With More To Come
213,Coffee and Crime Time: NYC Couple Vanishes Without A Trace???
214,The Disappearance of Phoenix Coldon: It Was Never What It Looked Like
215,Shane Dawson: I Am Disgusted and Disappointed
216,Coffee and Crime Time: Vanessa Guillen Still Missing
217,Coffee and Crime Time: Jeffrey Epstein's Little Black Book
218,Coffee and Crime Time: Deshaun Martinez
219,Coffee and Crime Time: Tylee and JJ: Is This The End?
220,"Jeffrey Epstein: It's Not What You Know, It's WHO You Know"
221,Jeffrey Epstein: Filthy Rich or Just Filthy
222,Coffee and Crime Time: New Suspect In Madeleine McCann Case?
223,Coffee and Crime Time: Alejandro Ripley
224,Why I Am Not Making A Video On George Floyd
225,Coffee and Crime Time: The Bakersfield Three
226,Coffee and Crime Time: The Disappearance of Suzanne Morphew
227,Ahmaud Arbery: An Update
228,Let's Quickly Talk About Jeffrey Dahmer:  Bonus Video
229,Coffee and Crime Time: Ian and Melani Interview: Does It Add Up?
230,Coffee and Crime Time: Lori and Chad- The Saga Continues
231,My Opinion On The Shauna Rae Plagiarism Scandal
232,Coffee and Crime Time: Lori and Chad: The Saga Unfolds
233,Coffee and Crime Time: The Wrong Husband?
234,Coffee and Crime Time: Ahmaud Arbery
235,Updates on this weeks videos
236,Coffee and Crime Time: Letecia Stauch Affidavit Part 2
237,Coffee and Crime Time: Gannon Stauch Affidavit Discussion Part 1
238,Coffee and Crime Time: Penelope Inks: Found After 5 Years?! What Happened?
239,Coffee and Crime Time: Tiger King Edition
240,Serial Killers:PART THREE:  Ken and Barbie Killers Paul Bernardo and Karla Homolka
241,Serial Killers (PART TWO)  The Ken and Barbie Killers: Paul Bernardo and Karla Homolka
242,Serial Killers: The Ken and Barbie Killers (Paul Bernardo and Karla Homolka) PART ONE
243,Coffee and Crime Time: Missing: Holly Ellsworth Clark
244,Mystery Monday: The Lost Boys of Pickering
245,Coffee and Crime Time: The Ongoing Lori Vallow Saga
246,Dark History: Typhoid Mary- Victim or Villain?
247,Coffee and Crime Time: Where is 5 Year Old Dulce Alavez ?
248,Coffee and Crime Time: The Ongoing Evelyn Boswell Case
249,5000 Percent Sure: Dalia Dippolito Part 2
250,Love at First Slight: Dalia Dippolito Murder For Hire Part 1
251,Coffee and Crime Time:  Lori Vallow and Gannon Stauch Updates
252,Weekend Crime Chat Part 2
253,Weekend Crime Chat
254,Chat Live With Sarah Turney and Stephanie Harlowe
255,Weekend Crime Chat
256,Lets Have Us Some Real Talk and Unbox Fab Fit Fun!
257,"Where Is Gannon Stauch? Seriously, Where Is He?"
258,Coffee and Crime Time: Faye Swetlik and the Ongoing Vallow/Daybell Saga
259,Dark History: The St Valentines Day Massacre Part 2
260,Dark History: The Rise of Organized Crime In Chicago & The St Valentines Day Massacre Part 1
261,"Q&A: Hubby Answers Questions With Me: True Crime, Marriage and How Much He Hates Vanilla Icecream"
262,Unsolved: The Case Of The Grimes Sisters
263,"Coffee and Crime Time: Lori Vallow in Hawaii,  Michelle Carter Released, and R Kelly..."
264,Coffee and Crime Time: Cupcake Mckinney
265,The Tragic Case of Thomas Valva: Coffee and Crime Time
266,Friday Night Wine and Crime
267,Dark History: Josef Mengele The Angel Of Death: The Conclusion
268,My Late December Favorites!!!
269,Coffee and Crime Time: Where are Tylee and JJ? Chad Daybell and Lori Vallow Case
270,Dark History: Josef Mengele The Angel of Death PART TWO
271,Dark History: Josef Mengele: The Angel Of Death
272,Coffee and Crime Time: The Heidi Broussard Case and The Internet's Reaction To It
273,Coffee and Crime Time: Bianca Devins
274,Jane Doe: Little Miss Nobody
275,Cults: David Koresh And The Branch Davidians: PART 4: This Is NOT An Assault
276,Cults: David Koresh and The Branch Davidians: Part Three Operation Showtime
277,YouTube Changes and Channel Updates
278,YouTube Changes and Channel Updates
279,Cults: David Koresh and The Branch Davidians: Part Two: The Students of The Seven Seals
280,FabFitFun Winter Unboxing! Is It Worth It?
281,Cults: David Koresh and The Branch Davidians: Part One: The House of David
282,Kelsey Berreth and Patrick Frazee: Coffee and Crime Time
283,Rodney Reed Is Running Out of Time: Coffee and Crime Time
284,"October Vlog: Spahn Ranch, Cody Ko and Noel Miller, and MORE"
285,Nima Louise Carter and The Carpitcher Twins FINAL HARLOWEEN VIDEO
286,Friday Night Wine and Crime! HARLOWEEN WRAP UP!
287,Friday Night Wine and Crime! HARLOWEEN WRAP UP!
288,Walker County Jane Doe
289,The Isdal Woman: Norway's Greatest Unsolved Mystery
290,"Fall Favorites! My Glasses, Coffee, Skincare and MORE!"
291,The Watcher House
292,The Mysterious Disappearance of Frederich Valentich
293,The Casket Girls of New Orleans
294,Elisa Lam and The Cecil Hotel
295,Skinwalker Ranch
296,The Mysterious Unsolved Case Of Dorothy Jane Scott
297,Slenderman Made Me Do It
298,The Mysterious Story of Brittany Murphy and Simon Monjack
299,Harloween: The Dancing Plague of 1518
300,Madame Lalaurie and Her Haunted Mansion
301,Coffee and Crime Time: The Trial of Sidney Moorer in Heather Elvis's Kidnapping
302,Coffee And Crime Time: Filicide
303,Coffee and Crime Time: Brooke Skylar Richardson is INNOCENT?
304,"Coffee and Crime Time: American's Arrested In Italy, Church Uses the Homeless As Forced Labor"
305,YouTubers Behaving Badly: Brooke Houts and The Ace Family
306,Coffee And Crime Time: Update!!!!
307,Christa Worthington: A Cape Cod Mystery: PART 2
308,Christa Worthington: A Cape Cod Mystery  PART ONE
309,Coffee and Crime Time: This Guy JEFF EPSTEIN
310,"July Favorites! My Fave YouTubers, Skincare, Makeup, Books, Podcasts, Clothes!"
311,Part 3: Missing: Susan Powell
312,Part Two: Missing: Susan Powell
313,Missing: Susan Powell
314,What HBO's Series On Michelle Carter Wanted You To Feel: Coffee and Crime Time
315,Coffee and Crime Time: Teenage Suspects Vanish Into Canada's Wildnerness
316,Chat Live With Sarah Turney and Stephanie Harlowe
317,Chat Live With Sarah Turney and Stephanie Harlowe
318,The Boy Who Wasn't Madeleine McCann: RUI PEDRO
319,Chris Watts Says He's Still A Father: Coffee and Crime Time
320,Bitter Pill: The Chicago Tylenol Tragedy
321,What Is Going On In The Dominican Republic?! Coffee and Crime Time!
322,What Happened To Alissa Turney? PART TWO
323,What Happened To Alissa Turney?
324,Coffee and Crime Time: Emanuela Orlandi and Vatican City
325,MOIDER: Juliet and Pauline: Part 3
326,June Vlog: The One With CrimeCon!
327,"June Favorites! Makeup, Books, And More!"
328,Coffee and Crime Time: Cynthia Hoffman Betrayed By Her Best Friend
329,Sink Or Swim: Juliet and Pauline: PART TWO
330,An Indissoluble Bond: Juliet and Pauline: PART ONE
331,Coffee and Crime Time: The McStay Family
332,Natalie Wood: The Devil You Know: Part Three
333,Coffee and Crime Time: Casey Anthony Is Still A Narcissist
334,The Tragic Life and Death of Natalie Wood Part 2 (MYSTERY MONDAY)
335,The Tragic Life and Death of Natalie Wood: Mystery Monday: Part One
336,Ian Brady and Myra Hindley: THE END: Part 3
337,Coffee and Crime Time: Jayme Closs and Chloe Ricard
338,Folie a Deux: Ian Brady and Myra Hindley Part 2
339,Tea and Talk: Jake Paul: The Cringe Heard Around The World
340,Coffee and Crime Time: Manson Edition
341,Coffee and Crime Time: The Tragedy of Marlen Ochoa-Lopez
342,Fatal Attraction: Ian Brady and Myra Hindley
343,Monthly Favorites and Glasses Haul!
344,Is James Charles A Predator? Coffee and Crime Time
345,CULTS: THE MANSON FAMILY: PART 6
346,Friday Crime and Wine is BACK!
347,Coffee & Crime Time: Madeleine McCann Updates and Extremely Wicked
348,CULTS: THE MANSON FAMILY: PART 5
349,What Happened in APRIL?! Vlog
350,Coffee and Crime Time: R Kelly News and Chris Watts Possible Appeal
351,CULTS: The Manson Family: PART FOUR
352,CULTS: The Manson Family: PART THREE
353,Coffee and Crime Time: Delphi Murders Updates/AJ Freund
354,Coffee and Crime Time: Is Alexa Spying On Us? And Other Channel News
355,CULTS: THE MANSON FAMILY: PART 2
356,Coffee and Crime Time: Amanda Knox
357,CULTS: The Manson Family: PART ONE
358,Coffee and Crime Time: Timmothy Pitzen and Maura Murray Updates
359,Coffee and Crime Time: Black Market Makeup Rings and Jussie Smollet
360,SERIAL KILLERS: ANDREW CUNANAN PART 4
361,What happened to the video today!?
362,SERIAL KILLERS: ANDREW CUNANAN PART 3
363,Coffee and True Crime Time: Final Thoughts On The Disappearance of Madeleine McCann
364,SERIAL KILLERS: ANDREW CUNANAN PART 2
365,Coffee and Crime Time: My Unpopular Opinion On Olivia Jade
366,SERIAL KILLERS: ANDREW CUNANAN PART ONE
367,Friday Night Live! What's Been Going On?
368,"Coffee and Crime Time: An Open Statement to The Haters, And Some Madeleine McCann Talk"
369,All My Skincare And Makeup Faves!
370,Coffee And Crime Time: Madeleine McCann Update and Romeo Lacoste
371,Coffee and Crime Time: The Disappearance of Madeleine McCann
372,"Coffee And Crime Time: Madeleine McCann Documentary, Sword and Scale Controversy"
373,MYSTERY MONDAY : MH370: A Plane That Disappeared Into Thin Air?
374,Q&A With My Husband!
375,Friday Live! Let's Talk...
376,Mystery Monday Lizzie Borden Part 2
377,MYSTERY MONDAY Lizzie Borden: Guilty or Innocent? Part One
378,Friday Live! What's Really Going on With YouTube. Am I Out of A Job?
379,"Friday Night Live: Real Deal With YouTube, Am I Going To Be Out of A Job? Let's talk!"
380,Conrad Roy and Michelle Carter: When Words Can Kill PART 2
381,Conrad Roy and Michelle Carter: When Words Can Kill. PART ONE
382,The Death of Laci Peterson: IS Scott Peterson Innocent? PART 3
383,The Death Of Laci Peterson: IS Scott Peterson Innocent? PART TWO
384,"Demonetization on YouTube (It's out of control) Also, Wine and True Crime"
385,The Death Of Laci Peterson: Is Scott Peterson Innocent? PART ONE
386,Friday Night Wine and True Crime
387,CULTS: Heaven's Gate/ PART THREE/ The Next Level
388,CULTS: Heaven's Gate/PART TWO/ TWO BECOME ONE
389,CULTS: Heaven's Gate/ PART ONE/  THE TWO PROPHETS
390,The Choice @ Lovin Cup
391,Kenneka Jenkins: Accident or Cover Up?
392,Friday Night True Crime & Wine
393,The Case Of The Granite Woman And The Putty Man
394,R Kelly: When A Woman's Fed Up Part Two
395,R Kelly: When A Woman's Fed Up  (Part One)
396,Friday Night Wine and True Crime!!!
397,The Black Dahlia
398,Jayme Closs Found Safe! Suspect In Custody!!
399,Caylee Anthony: Little Girl Lost: Part 3 MYSTERY MONDAY
400,Wine and True Crime FRIDAY Live
401,Caylee Anthony: Lies and Loss (Mystery Monday) PART TWO
402,Caylee Anthony: The Beginning (Mystery Monday) PART ONE
403,You wanted to hear me sing... Burn (Hamilton Cover)
404,Wine and True Crime Friday!
405,Quick update!!
406,CULTS: Jim Jones And The Jonestown Tragedy: PART 4
407,CULTS: Jim Jones And The Jonestown Tragedy Part 3
408,BoxyLuxe DECEMBER 2018 UNBOXING!!! Featuring Aidan...
409,Friday Night Wine and True Crime
410,CULTS: Jim Jones And The Jonestown Tragedy Part Two
411,CULTS: Jim Jones And The Jonestown Tragedy PART 1
412,"True Crime, Wine and Life"
413,West Memphis Three: PART THREE: Mystery Monday
414,West Memphis Three: PART TWO: Mystery Monday
415,West Memphis Three: PART ONE (Mystery Monday)
416,"PJ's, Wine, Life and True Crime Live Chat"
417,Don’t Hate Me...
418,"Q&A: How Did I Get Into True Crime, What's My Day Job, And More..."
419,I Was Wrong About Chris Watt’s Girlfriend
420,CHRIS WATTS: AUTOPSY RESULTS REVEALED
421,Jonbenet Ramsey
422,"Whats New In True Crime? Chris Watt's Mistress, Daycare Fight Club, and More"
423,Crystal Howell: Murdered Her Father??
424,Tara Calico Disappearance | COVER UP???
425,Let's Talk: True Crime This Week
426,MISSING | Where is Timmothy Pitzen?
427,Chris Watts: GUILTY!!!!
428,UNSOLVED | The Alphabet Murders
429,The Case of Jodi Arias and Travis Alexander| Fatal Attraction
430,The Lost Colony of Roanoke: When 115 People Vanish Into Thin Air
431,MISSING: Where Is Heather Elvis?
432,The Spooky Roots of Spiritualism | The Fox Sisters
433,New Makeup Releases: October ANTIHAUL Purchase or Pass???
434,The Watt's Family Murders: Why Did This Happen?
435,Jayme Closs: Where Is She?
436,NEW DRUGSTORE MAKEUP!! First impressions and  Try On
437,The Ordinary UV Mineral Filters | THE BEST SUNSCREEN FOR SENSITIVE SKIN
438,COME SHOP WITH ME AT TJ MAXX AND MARSHALLS!!!! NEW TOO FACED FINDS!
439,Madeleine McCann | Who Is Responsible? PART TWO
440,Madeleine McCann | Who Is Responsible? |  PART ONE
441,ALPHA ARBUTIN/ THE ANSWER TO HYPERPIGMENTATION? The Ordinary Series
442,Target TJ Maxx FALL HAUL & TRY ON!!!!
443,10 Reasons You're Breaking Out!
444,MISSING: Maura Murray Disappearance** PART TWO | Mystery Monday
445,Missing: Maura Murray Disappearance** PART ONE | MYSTERY MONDAY
446,"HAIR PRODUCTS: RIDE OR DIE! For Healthy, Smooth, Shiny Hair"
447,The Ordinary Matrixyl 10% + HA | DECREASE FINE LINES AND STATIC WRINLES FAST!
448,The Delphi Murders | WHO KILLED ABBY AND LIBBY?
449,New Makeup Releases Sept 2018: ANTIHAUL EDITION
450,BOXYCHARM SEPT 2018 UNBOXING
451,"COME SHOP WITH ME AT TJ MAXX AND MARSHALLS! KEVIN AUCOIN, TOO FACED, SMASHBOX AND MORE"
452,ANTI AGING PM SKINCARE ROUTINE
453,"SHOP WITH ME AT TJMAXX AND MARSHALLS! MAC, BECCA, TOO FACED AND MORE"
454,The Tan Children Murders
455,WHHHY IPSY??? IPSY UNBOXING AUGUST 2018
456,THE ORDINARY ARGIRELINE SOLUTION: JUST LIKE BOTOX???
457,The Mysterious Disappearance Of The Godard Family
458,ANASTASIA BEVERLY HILLS DREAM GLOW KIT: REVIEW AND SWATCHES
459,"NEW HIGHEND MAKEUP AT TJ MAXX AND MARSHALLS!!! Kevin Aucoyn, Marc Jacobs, Smashbox and MORE"
460,The Ordinary Caffeine Solution 5% + EGCG DOES IT REALLY HELP UNDER EYE BAGS?
461,BOXYCHARM UNBOXING AUGUST 2018- ANY GOOD??  LAURA LEE PARTY ANIMAL TRY ON
462,"New Makeup August 2018! Purchase or Pass? Kylie Cosmetics, Wet N Wild, Too Faced and MOOORREEE"
463,Norvina Palette Review and Swatches
464,COME SHOP WITH ME! MARSHALLS AND TJ MAXX BEAUTY ON A BUDGET
465,Skincare Empties RIDE OR DIE PRODUCTS I KEEP REPURCHASING
466,I Do My Sister's Makeup... Tipsy
467,Who Killed  Calie Doe? The Tammy Jo Alexander Story
468,The Ordinary Lactic Acid: Anti Aging Powerhouse!
469,BEST IPSY BAG EVER! JULY 2018
470,SEPHORA PLAY UNBOXING! JULY 2018- Yay or Nay?
471,"BOXYCHARM JULY 2018 UNBOXING. My Very First One, Is It Worth It?"
472,"New Makeup Purchase or PASS! JULY 2018 (Kylie Cosmetics, Wet N Wild, Bite Beauty, ABH and more)"
473,Best Drugstore Foundation? L'Oreal True Match Lumi Wear Test and Review
474,"TJMAXX/MARSHALLS BEAUTY ON A BUDGET! BECCA, NARS, KVD, LANCOME, and MORRREEEEE!!"
475,Azelaic Acid The Skincare Secret No One Talks About * The Ordinary Series
476,Drugstore Makeup - TOP 12 FAVORITE PRODUCTS!!
477,RAE DUNN COLLECTION! Mugs for dayyyyyysss!
478,"June 2018 Subscription UNBOXING AND REVIEW!! IPSY, BIRCHBOX, SEPHORA PLAY! WHO IS GETTING CANCELLED?"
479,Is Kat Von D Cancelled???? Let's Talk.
480,BH COSMETICS AURORA LIGHTS PALETTE! Swatches and Review!
481,The Ordinary Oils: The Ordinary Series
482,New Makeup!! Purchase or Pass?
483,Summer Morning Skincare Routine
484,"RANT/ANTIHAUL: Tarte, I'm talking to you.... plus, Life's A Drag, Momager, Mac Cosmetics and MORE"
485,TJMAXX/MARSHALLS!!! NEW TOO FACED/MARC JACOBS/ SISLEY/BOBBI BROWN PLUS GIVEAWAY! OMGGGG!!!
486,10 SKINCARE LIES YOU'VE BEEN TOLD! (And The Truth)
487,"AntiHaul: What I Will NOT Be Buying: ABH, NATASHA DENONA, TOO FACED, COLOURPOP, AND MORE"
488,"BUDGET BEAUTY AT MARSHALLS AND TJMAXX!!!! CRAZY GOOD FINDS THIS WEEK, IM SHOOK!!!!"
489,The Ordinary Niacinamide and Zinc! Get Clear Skin NOW
