,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
0,Spoilt Entitled Rich Girl Masterminded her Parents Мurdеr? - Ѕuzanе Von Richthofеn,2023-05-22,216724,13443,805,"Sponsored by Home Design Makeover - Start solving puzzles and building your perfect dream home! Play Home Design Makeover with me here: https://hdm.onelink.me/Eg2n/DK

Use my code DK8 for 1,000 free coins!
__________________________________

Hey guys!
So sorry for the late upload! It has been a crazy weekend, my MacBook completely failed me and I'm actually surprised I managed to recover the files and get this video published! But I didn't give up and I still wanted to upload even though it's a Monday. I'm ordering a new MacBook today!!!! Love you guys so much, thank you for being so understanding! xoxo


The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Tiny Is Mighty! - https://bit.ly/3q1XbUW
Use code DANIELLE for 10% off Lights Lacquer

BROWS
r.e.m. beauty Space Shape Brow Gel in Clear - https://go.magik.ly/ml/1l6mh/
Benefit Brow Zings Pro Palette in Medium-Deep - https://go.magik.ly/ml/1cev7/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
Huda Beauty Matte & Melted Shadows in French Lace & Diamond Drip - https://go.magik.ly/ml/18ovk/
Charlotte Tilbury Sleep Cheat Liner Duo in Nude & Navy - https://go.magik.ly/ml/1to4o/
Urban Decay Lash Freak Mascara - https://go.magik.ly/ml/1tanq/
Red Cherry Lashes in Wispy
Colourpop BFF Mascara in Floating Fern - https://go.magik.ly/ml/1to4r/
ColourPop Creme Gel Liner in Cry Baby - https://bit.ly/2L0qAI4

FACE
Milk Makeup Hydro Grip Primer - https://go.magik.ly/ml/163hd/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Beauty Bay Glow Filter in BB101 - https://go.magik.ly/ml/1to4t/
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/
Sol Face & Body Bronzing Balm in Medium - https://go.magik.ly/ml/15ui1/
e.l.f. Hydrating Camo Concealer in Light Ivory - https://bit.ly/2HArNXi
Laura Mercier Tinted Moisturizer Blush in Provence - https://go.magik.ly/ml/1to4v/
Laura Mercier Translucent Loose Setting Powder - https://tidd.ly/3eVmKx8
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Too Faced Soleil Bronzer in Chocolate - https://go.magik.ly/ml/1fvlg/
Doll Beauty Doll Light Highlighter in Like A Diamond - http://tidd.ly/c0a6681e
Lunar Beauty Moon Prism Blush - https://tidd.ly/2YeulPN

LIPS
ColourPop Lippie Pencil in Oh Snap  - https://bit.ly/2L0qAI4
Colourpop Ultra Glossy Lip in Tecna - https://go.magik.ly/ml/1to4z/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",May,Danielle Kirsty
1,"The MASTER Manipulator Who Conned Women, Faked Cancer & Thought He Was an Alien: Diazien Hossencofft",2023-05-14,458855,18497,1180,"Go to https://expressvpn.com/danielle and find out how you can get 3 months of ExpressVPN free!
__________________________________

The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Donna - https://bit.ly/3M5kUL3
Use code DANIELLE for 10% off Lights Lacquer

BROWS
Charlotte Tilbury Brow Lift Pencil in Medium Brown - https://go.magik.ly/ml/1s5r7/
Benefit Gimme Brow Eyebrow Gel in 4 - https://go.magik.ly/ml/1a2t4/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
Colourpop Strawberry Sweet Pallete
ColourPop Graphix Ink Liner in So Winey - https://go.magik.ly/ml/1tgx5/
Urban Decay Lash Freak Mascara - https://go.magik.ly/ml/1tanq/
Ardell Double Up Demi Wispies False Eyelashes - https://go.magik.ly/ml/1sju6/
ColourPop Creme Gel Liner in Fluffie  - https://bit.ly/2L0qAI4

FACE
This Works In Transit Camera Close-up Primer - https://go.magik.ly/ml/1i2d0/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Auric Glow Lust Radiant Luminizer in Selenite - https://bit.ly/3csBggo
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Nudestix All Over Face Color in Bondi Bae - https://go.magik.ly/ml/1eeaq/
e.l.f. Hydrating Camo Concealer in Light Ivory - https://bit.ly/2HArNXi
NARS Liquid Blush in Orgasm - https://go.magik.ly/ml/1tgxe/
Huda Beauty Easy Bake Loose Powder in Cherry Blossom Cake - https://go.magik.ly/ml/1qau6/
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Colourpop Coconut Beach Bronzer - https://bit.ly/36m1QSe
Rare Beauty Silky Touch Highlighter in Mesmerize - https://go.magik.ly/ml/1pi19/
Lunar Beauty Moon Prism Blush - https://tidd.ly/2YeulPN

LIPS
Huda Beauty Lip Contour in Vivid Pink - https://go.magik.ly/ml/1tgxh/
Huda Beauty Power Bullet Lipstick in Honeymoon - https://go.magik.ly/ml/1f08q/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",May,Danielle Kirsty
2,12 Days of Captivity Because She Turned Down a Date,2023-05-07,391417,19801,1115,"For 16 free meals with HelloFresh PLUS free shipping, use code 16DANIELLE at https://bit.ly/3UWcklT!
__________________________

Links to Cold Cases:
Martha - https://charleyproject.org/case/martha-martinez-maxwell
Amelia - https://charleyproject.org/case/amelia-martinez-smith
Shonda - https://www.dps.texas.gov/coldCase/Home/Details/72


The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Now & Later - https://bit.ly/3plyCSj
Use code DANIELLE for 10% off Lights Lacquer

BROWS
ColourPop clear Feather Effect Styling brow wax - https://go.magik.ly/ml/1p94w/
Benefit Precisely My Brow Eyebrow Pencil in 4 - https://go.magik.ly/ml/1axhd/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
Colourpop Limoncello Palette - https://go.magik.ly/ml/1tanp/
Huda Beauty Quick 'N Easy Precision Liquid Liner in Very Brown - https://go.magik.ly/ml/1m9oe/
Urban Decay Lash Freak Mascara - https://go.magik.ly/ml/1tanq/
Ardell Double Up Demi Wispies False Eyelashes - https://go.magik.ly/ml/1sju6/
ColourPop Creme Gel Liner in Wildcat  - https://bit.ly/2L0qAI4

FACE
Milk Makeup Hydro Grip Primer - https://go.magik.ly/ml/163hd/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Auric Glow Lust Radiant Luminizer in Selenite - https://bit.ly/3csBggo
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Nudestix All Over Face Color in Bondi Bae - https://go.magik.ly/ml/1eeaq/
e.l.f. Hydrating Camo Concealer in Light Ivory - https://bit.ly/2HArNXi
Rare Beauty Soft Pinch Liquid Blush in Virtue - https://go.magik.ly/ml/1ho5n/
Laura Mercier Translucent Loose Setting Powder - https://tidd.ly/3eVmKx8
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Fenty Sun Stalk'r Instant Warmth Bronzer in Shady Biz - https://go.magik.ly/ml/1fhiq/
Rare Beauty Silky Touch Highlighter in Exhilarate - https://go.magik.ly/ml/1pi19/
Benefit Golden Peach Blush in Peachin - https://go.magik.ly/ml/1tanu/

LIPS
Huda Beauty Lip Contour 2.0 in Sandy Beige - https://go.magik.ly/ml/17uln/
Huda Beauty Power Bullet Cream Lipstick in Rajah - https://go.magik.ly/ml/19nzu/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",May,Danielle Kirsty
3,The Most Notorious СuIt in Australian History - Anne Hamilton Byrne & ‘The Family’,2023-04-30,783491,30423,2672,"Hey guys, missed you last week! But I needed a bit more time to research this one, it's a big one! Let me know your thoughts as always! xoxo


The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Barry - https://bit.ly/41Nkq2R
Use code DANIELLE for 10% off Lights Lacquer

BROWS
Charlotte Tilbury Brow Lift Pencil in Medium Brown - https://go.magik.ly/ml/1s5r7/
Benefit Gimme Brow Eyebrow Gel in 4 - https://go.magik.ly/ml/1a2t4/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
Milk Makeup Hydro Grip Eye Primer - https://go.magik.ly/ml/1t4io/ (Base for glitter)
BPerfect Carnival V Interstellar Palette
ColourPop BFF Liquid Liner in CRZY - https://go.magik.ly/ml/15uid/
Too Faced K*IIer Liner in K*IIer Sapphire - https://go.magik.ly/ml/16hkx/
MACStack Mascara - https://go.magik.ly/ml/1rlhe/
Ardell Double Up Demi Wispies False Eyelashes - https://go.magik.ly/ml/1sju6/

FACE
Milk Makeup Hydro Grip Primer - https://go.magik.ly/ml/163hd/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Auric Glow Lust Radiant Luminizer in Selenite - https://bit.ly/3csBggo
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Sol Face & Body Bronzing Balm in Light - https://go.magik.ly/ml/15ui1/
Kosas Revealer Concealer in 3W - https://go.magik.ly/ml/1s5rm/
Charlotte Tilbury Pillow Talk Matte Beauty Blush Wand in Pink Pop - https://go.magik.ly/ml/1r21t/
Laura Mercier Translucent Loose Setting Powder - https://tidd.ly/3eVmKx8
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Fenty Sun Stalk'r Instant Warmth Bronzer in Shady Biz - https://go.magik.ly/ml/1fhiq/
Rare Beauty Silky Touch Highlighter in Mesmerize - https://go.magik.ly/ml/1pi19/
Lunar Beauty Moon Prism Blush - https://tidd.ly/2YeulPN

LIPS
ColourPop Lippie Pencil in Cool BFF - https://go.magik.ly/ml/yt1u/
Fenty Beauty Sheer Shiny Lipstick in Makeout Break - https://go.magik.ly/ml/198ga/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",Apr,Danielle Kirsty
4,‘Міѕѕ Іrrеѕіѕtіblе’ Тееn turnѕ оn Pоpulаr Kidѕ bеcаuѕе ѕhе wаѕ ЈЕALОUЅ? - Сhrіѕtіnе Раоlillа,2023-04-16,540466,21577,1228,"Hey guys!
Hope you're all doing well! I’m sorry if you’ve already heard this case before, when I started research I wasn’t aware of how many other creators had already covered this case. By the time I realised though it was too late to change cases and still get a video up for this week but anyway I hope you enjoy my telling of this story! 

P.S. If captions are not up yet, come back in a few hours. Sometimes they take a while to process!

The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Slice of Life - https://bit.ly/3qYlG3F
Use code DANIELLE for 10% off Lights Lacquer

BROWS
Charlotte Tilbury Brow Lift Pencil in Medium Brown - https://go.magik.ly/ml/1s5r7/
Benefit Gimme Brow Eyebrow Gel in 4 - https://go.magik.ly/ml/1a2t4/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
BPerfect Carnival V Interstellar Palette
MACStack Mascara - https://go.magik.ly/ml/1rlhe/
Ardell Double Up Demi Wispies False Eyelashes - https://go.magik.ly/ml/1sju6/
ColourPop Creme Gel Liner in Subzero - https://bit.ly/2L0qAI4

FACE
ColourPop Pretty Fresh Hydrating Hyaluronic Acid Primer - https://go.magik.ly/ml/1p94z/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Auric Glow Lust Radiant Luminizer in Selenite - https://bit.ly/3csBggo
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Sol Face & Body Bronzing Balm in Light - https://go.magik.ly/ml/15ui1/
Kosas Revealer Concealer in 3W - https://go.magik.ly/ml/1s5rm/
Fenty Beauty Bright Fix Eye Brightener in Golden Ivory - https://go.magik.ly/ml/177cm/
Fenty Cheeks Out Blush in Strawberry Drip - https://go.magik.ly/ml/1h247/
Laura Mercier Translucent Loose Setting Powder - https://tidd.ly/3eVmKx8
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Charlotte Tilbury Hollywood Glow Glide Architect Highlighter in Moonlit Glow - https://go.magik.ly/ml/1qi3r/
Lunar Beauty Nude Prism Blush - https://bit.ly/3ceu5Lh

LIPS
Colourpop Lippie Pencil in Curvii - https://go.magik.ly/ml/13gif
Charlotte Tilbury Lipstick in Pillow Talk - https://go.magik.ly/ml/16ugz/
Fenty Gloss Bomb Heat in Lemon Lava - https://go.magik.ly/ml/1sqyi/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",Apr,Danielle Kirsty
5,The Most TERRIFYING Serial Killer the FBI has EVER SEEN - Israel Keyes,2023-04-09,811954,27777,1912,"Download Love & Pies here: https://pixly.go2cloud.org/SH3k2 Thanks to Love & Pies for sponsoring!
_______________________

Link to True Crime Bullsh** Podcast - https://www.our-americana.com/tcb


The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCT USED:
NAILS
Lights Lacquer in Ace - https://bit.ly/3avncUT
Use code DANIELLE for 10% off Lights Lacquer

BROWS
Charlotte Tilbury Brow Lift Pencil in Medium Brown - https://go.magik.ly/ml/1s5r7/
Benefit Gimme Brow Eyebrow Gel in 4 - https://go.magik.ly/ml/1a2t4/

EYES
Beauty Bay Eye Base in 2 - https://tidd.ly/2YiRwc2
Pat McGrath MTHRSHP MEGA: Celestial Odyssey Palette - https://go.magik.ly/ml/1c4tc/
Nabla Cupids Arrow in 2 - https://tidd.ly/2MlMIjf
MACStack Mascara - https://go.magik.ly/ml/1rlhe/
Ardell Double Up Demi Wispies False Eyelashes - https://go.magik.ly/ml/1sju6/

FACE
ColourPop Pretty Fresh Hydrating Hyaluronic Acid Primer - https://go.magik.ly/ml/1p94z/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Charlotte Tilbury Hollywood Flawless Filter in Light - https://go.magik.ly/ml/14ivc/
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Sol Face & Body Bronzing Balm in Light - https://go.magik.ly/ml/15ui1/
Kosas Revealer Concealer in 3W - https://go.magik.ly/ml/1s5rm/
Fenty Beauty Bright Fix Eye Brightener in Golden Ivory - https://go.magik.ly/ml/177cm/
Rare Beauty Soft Pinch Liquid Blush in Bliss - https://go.magik.ly/ml/1ho5n/
Huda Beauty Easy Bake Loose Powder in Cherry Blossom Cake - https://go.magik.ly/ml/1qau6/
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Rare Beauty Silky Touch Highlighter in Mesmerize - https://go.magik.ly/ml/1pi19/
Lunar Beauty Moon Prism Blush - https://tidd.ly/2YeulPN

LIPS
Huda Beauty Lip Contour 2.0 in Universal Red - https://bit.ly/2uG8F44
Fenty Icon Velvet Liquid Lipstick in The MVP - https://go.magik.ly/ml/1sjub/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",Apr,Danielle Kirsty
6,"Тhe Мost ОВSЕSSIVЕ Girlfriend ЕVЕR - Тhe Insаne Lоve Triаngle of Liz, Dave & Cаri Fаrver",2023-04-02,711628,26111,1535,"Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/daniellekirsty. Start your free trial TODAY so you can watch “Lady Killers” about some of the most notorious female killers ever, and the rest of MagellanTV’s true crime collection: https://www.magellantv.com/series/lady-killers-with-martina-cole
__________________________________

The Criminal Makeup Podcast is here!!!

Spotify: https://open.spotify.com/show/0TPhxUqVvL1GiVASFnKZQd
Apple: https://podcasts.apple.com/gb/podcast/the-criminal-makeup/id1623196731
Amazon: https://music.amazon.co.uk/podcasts/4dfe9d36-fb3a-460a-9632-bf4b35f94c3f/the-criminal-makeup
Google: https://podcasts.google.com/feed/aHR0cHM6Ly9hdWRpb2Jvb20uY29tL2NoYW5uZWxzLzUwNzc3NDYucnNz


PRODUCTS USED:
NAILS
Lights Lacquer in Cold Case - https://bit.ly/3qYlG3F
Use code DANIELLE for 10% off Lights Lacquer

BROWS
Charlotte Tilbury Brow Lift Pencil in Medium Brown - https://go.magik.ly/ml/1s5r7/
Benefit Gimme Brow Eyebrow Gel in 4 - https://go.magik.ly/ml/1a2t4/

EYES
Beauty Bay Eye Base in 1 & 2 - https://tidd.ly/2YiRwc2
ColourPop Color Stix in Jump In - https://go.magik.ly/ml/1sdaq/
ColourPop Color Stix in Self Starter - https://go.magik.ly/ml/1sdaq/
VIEVE The Ninetease Palette - https://go.magik.ly/ml/1sdar/
MACStack Mascara - https://go.magik.ly/ml/1rlhe/
Lunar Beauty Luna Lashes - https://go.magik.ly/ml/198g4/

FACE
ColourPop Pretty Fresh Hydrating Hyaluronic Acid Primer - https://go.magik.ly/ml/1p94z/
e.l.f. Poreless Putty Primer in Universal Sheer - https://go.magik.ly/ml/ykkg/
Charlotte Tilbury Hollywood Flawless Filter in Light - https://go.magik.ly/ml/14ivc/
Colourpop No Filter Foundation in Fair 15 mixed with L'Oreal True Match Nude Plumping Tinted Serum in 5-6 Medium Tan - https://go.magik.ly/ml/1jpc7/ 
Nudestix All Over Face Color in Bondi Bae - https://go.magik.ly/ml/1eeaq/
Kosas Revealer Concealer in 3W - https://go.magik.ly/ml/1s5rm/
Fenty Beauty Bright Fix Eye Brightener in Golden Ivory - https://go.magik.ly/ml/177cm/
REM BEAUTY Eclipse Cheek Stick in Audition - https://go.magik.ly/ml/1sdat/
Laura Mercier Translucent Loose Setting Powder - https://tidd.ly/3eVmKx8
ColourPop Pretty Fresh Face Powder in Fair 4 - https://go.magik.ly/ml/1ev1y/
Too Faced Soleil Bronzer in Chocolate - https://go.magik.ly/ml/1fvlg/
Charlotte Tilbury Hollywood Glow Glide Architect Highlighter in Pillow Talk Glow - https://go.magik.ly/ml/1s5s5/
Lunar Beauty Nude Prism Blush - https://bit.ly/3ceu5Lh

LIPS
ColourPop Lippie Pencil in BFF 3 - https://go.magik.ly/ml/yt1u/
VIEVE Ninetease Lipstick - https://go.magik.ly/ml/1sdau/


FOLLOW ME:
Instagram - https://instagram.com/daniellekirsty11/


My Amazon Store:
USA - https://www.amazon.com/shop/daniellekirsty11
UK - https://www.amazon.co.uk/shop/daniellekirsty11


FILMING EQUIPMENT:
Camera - https://amzn.to/3q0hdKn
Lens - https://amzn.to/2YUOT0g
Mic - https://amzn.to/3jrWE7e
Lighting - https://amzn.to/3oXzZRA
Lightning Bolt - https://amzn.to/3btuTcb


*Some links are affiliate links. Some of the products used in this video were gifted. *


Hi my name is Danielle, welcome to my True Crime and Makeup series! I’ve been interested in true crime for the longest time now, what started with me watching true crime on TV with my Nan from a young age eventually turned into studying for a degree in Law & Criminology.

When I first watched Bailey Sarian’s series I was completely hooked, I loved how she had combined two of the things I’m most passionate about and delivered it so well. She totally inspired me to take the leap and do the same thing on my channel, so all credit for the idea goes 100% to her.

I’m from the UK and will be covering cases from both the UK and internationally, let me know if there are any cases that you’d like to see from me! More cases will be coming soon so please subscribe if you enjoyed this video!

#daniellekirsty",Apr,Danielle Kirsty
